Start_Supplier_ID,Customer_ID,Origin,Strat_time,Number_of_Cities,Km_to_Travel,Planned_ETA,Route1,Route2,Route3,End_Destination
SUP0373,CUST2920,LOC457,07:05,2,415,02:03,LOC457 -> LOC400,LOC457 -> LOC400,LOC457 -> LOC400,LOC400
SUP4576,CUST8867,LOC877,18:07,2,120,04:21,LOC877 -> LOC594,LOC877 -> LOC594,LOC877 -> LOC594,LOC594
SUP3814,CUST8299,LOC828,02:44,7,399,14:55,LOC828 -> LOC163 -> LOC531 -> LOC554 -> LOC883 -> LOC167 -> LOC754,LOC828 -> LOC635 -> LOC412 -> LOC328 -> LOC361 -> LOC398 -> LOC754,LOC828 -> LOC513 -> LOC290 -> LOC930 -> LOC120 -> LOC766 -> LOC754,LOC754
SUP9018,CUST5285,LOC779,14:06,2,138,11:12,LOC779 -> LOC286,LOC779 -> LOC286,LOC779 -> LOC286,LOC286
SUP7468,CUST9497,LOC854,00:44,5,154,17:14,LOC854 -> LOC518 -> LOC829 -> LOC199 -> LOC405,LOC854 -> LOC596 -> LOC933 -> LOC727 -> LOC405,LOC854 -> LOC339 -> LOC503 -> LOC670 -> LOC405,LOC405
SUP7265,CUST2460,LOC954,21:40,8,153,19:32,LOC954 -> LOC668 -> LOC139 -> LOC653 -> LOC490 -> LOC512 -> LOC559 -> LOC148,LOC954 -> LOC874 -> LOC791 -> LOC867 -> LOC688 -> LOC380 -> LOC626 -> LOC148,LOC954 -> LOC474 -> LOC134 -> LOC595 -> LOC687 -> LOC339 -> LOC416 -> LOC148,LOC148
SUP0682,CUST1698,LOC667,17:55,4,218,20:38,LOC667 -> LOC638 -> LOC181 -> LOC791,LOC667 -> LOC708 -> LOC433 -> LOC791,LOC667 -> LOC117 -> LOC992 -> LOC791,LOC791
SUP7801,CUST7952,LOC603,03:19,7,241,01:06,LOC603 -> LOC735 -> LOC524 -> LOC304 -> LOC256 -> LOC584 -> LOC159,LOC603 -> LOC467 -> LOC256 -> LOC153 -> LOC845 -> LOC508 -> LOC159,LOC603 -> LOC663 -> LOC994 -> LOC690 -> LOC317 -> LOC323 -> LOC159,LOC159
SUP6389,CUST8577,LOC153,20:54,7,125,05:55,LOC153 -> LOC717 -> LOC904 -> LOC605 -> LOC927 -> LOC585 -> LOC516,LOC153 -> LOC347 -> LOC260 -> LOC506 -> LOC477 -> LOC116 -> LOC516,LOC153 -> LOC987 -> LOC222 -> LOC773 -> LOC174 -> LOC453 -> LOC516,LOC516
SUP3409,CUST9280,LOC372,19:13,2,360,03:25,LOC372 -> LOC860,LOC372 -> LOC860,LOC372 -> LOC860,LOC860
SUP3055,CUST9154,LOC761,10:10,8,132,05:44,LOC761 -> LOC835 -> LOC423 -> LOC468 -> LOC629 -> LOC847 -> LOC777 -> LOC186,LOC761 -> LOC577 -> LOC139 -> LOC590 -> LOC572 -> LOC396 -> LOC369 -> LOC186,LOC761 -> LOC338 -> LOC692 -> LOC792 -> LOC962 -> LOC828 -> LOC995 -> LOC186,LOC186
SUP9521,CUST6161,LOC424,07:31,2,397,18:43,LOC424 -> LOC326,LOC424 -> LOC326,LOC424 -> LOC326,LOC326
SUP5231,CUST0628,LOC753,08:02,9,207,17:38,LOC753 -> LOC529 -> LOC992 -> LOC878 -> LOC747 -> LOC446 -> LOC697 -> LOC672 -> LOC441,LOC753 -> LOC172 -> LOC621 -> LOC261 -> LOC198 -> LOC557 -> LOC296 -> LOC603 -> LOC441,LOC753 -> LOC976 -> LOC799 -> LOC726 -> LOC122 -> LOC532 -> LOC908 -> LOC844 -> LOC441,LOC441
SUP3789,CUST0065,LOC625,18:12,9,442,09:27,LOC625 -> LOC589 -> LOC242 -> LOC158 -> LOC612 -> LOC303 -> LOC590 -> LOC495 -> LOC927,LOC625 -> LOC488 -> LOC806 -> LOC374 -> LOC541 -> LOC684 -> LOC524 -> LOC877 -> LOC927,LOC625 -> LOC604 -> LOC771 -> LOC933 -> LOC984 -> LOC566 -> LOC287 -> LOC670 -> LOC927,LOC927
SUP3412,CUST1124,LOC637,07:07,5,175,07:47,LOC637 -> LOC278 -> LOC473 -> LOC384 -> LOC208,LOC637 -> LOC144 -> LOC764 -> LOC161 -> LOC208,LOC637 -> LOC814 -> LOC164 -> LOC214 -> LOC208,LOC208
SUP0942,CUST2695,LOC845,09:37,2,369,06:54,LOC845 -> LOC968,LOC845 -> LOC968,LOC845 -> LOC968,LOC968
SUP8826,CUST7030,LOC667,14:45,10,399,17:05,LOC667 -> LOC305 -> LOC826 -> LOC261 -> LOC570 -> LOC248 -> LOC691 -> LOC270 -> LOC299 -> LOC871,LOC667 -> LOC155 -> LOC333 -> LOC947 -> LOC240 -> LOC112 -> LOC550 -> LOC792 -> LOC256 -> LOC871,LOC667 -> LOC481 -> LOC603 -> LOC486 -> LOC380 -> LOC273 -> LOC253 -> LOC324 -> LOC630 -> LOC871,LOC871
SUP0799,CUST2659,LOC536,20:14,3,142,16:19,LOC536 -> LOC298 -> LOC932,LOC536 -> LOC619 -> LOC932,LOC536 -> LOC915 -> LOC932,LOC932
SUP2444,CUST5085,LOC301,05:05,9,325,10:23,LOC301 -> LOC110 -> LOC724 -> LOC267 -> LOC641 -> LOC874 -> LOC482 -> LOC757 -> LOC534,LOC301 -> LOC528 -> LOC663 -> LOC978 -> LOC882 -> LOC481 -> LOC303 -> LOC623 -> LOC534,LOC301 -> LOC470 -> LOC432 -> LOC933 -> LOC432 -> LOC124 -> LOC101 -> LOC766 -> LOC534,LOC534
SUP8069,CUST5427,LOC337,10:46,7,423,21:51,LOC337 -> LOC623 -> LOC701 -> LOC537 -> LOC704 -> LOC294 -> LOC494,LOC337 -> LOC882 -> LOC510 -> LOC369 -> LOC333 -> LOC187 -> LOC494,LOC337 -> LOC266 -> LOC548 -> LOC739 -> LOC764 -> LOC445 -> LOC494,LOC494
SUP5158,CUST8952,LOC877,01:52,7,194,00:45,LOC877 -> LOC958 -> LOC609 -> LOC698 -> LOC760 -> LOC879 -> LOC785,LOC877 -> LOC620 -> LOC909 -> LOC649 -> LOC343 -> LOC163 -> LOC785,LOC877 -> LOC708 -> LOC377 -> LOC360 -> LOC270 -> LOC701 -> LOC785,LOC785
SUP2347,CUST0904,LOC578,01:19,6,480,04:42,LOC578 -> LOC578 -> LOC765 -> LOC839 -> LOC201 -> LOC413,LOC578 -> LOC637 -> LOC745 -> LOC655 -> LOC377 -> LOC413,LOC578 -> LOC238 -> LOC415 -> LOC394 -> LOC141 -> LOC413,LOC413
SUP8614,CUST0703,LOC204,23:34,7,193,07:25,LOC204 -> LOC715 -> LOC771 -> LOC413 -> LOC742 -> LOC892 -> LOC326,LOC204 -> LOC163 -> LOC540 -> LOC844 -> LOC188 -> LOC206 -> LOC326,LOC204 -> LOC669 -> LOC441 -> LOC267 -> LOC373 -> LOC648 -> LOC326,LOC326
SUP4638,CUST9014,LOC106,02:19,9,477,14:19,LOC106 -> LOC953 -> LOC350 -> LOC429 -> LOC412 -> LOC703 -> LOC936 -> LOC512 -> LOC974,LOC106 -> LOC161 -> LOC133 -> LOC653 -> LOC866 -> LOC418 -> LOC181 -> LOC734 -> LOC974,LOC106 -> LOC717 -> LOC778 -> LOC891 -> LOC494 -> LOC830 -> LOC975 -> LOC417 -> LOC974,LOC974
SUP2904,CUST8933,LOC962,23:23,8,201,11:25,LOC962 -> LOC694 -> LOC355 -> LOC527 -> LOC714 -> LOC615 -> LOC585 -> LOC954,LOC962 -> LOC981 -> LOC351 -> LOC391 -> LOC166 -> LOC335 -> LOC886 -> LOC954,LOC962 -> LOC766 -> LOC592 -> LOC874 -> LOC238 -> LOC446 -> LOC427 -> LOC954,LOC954
SUP3503,CUST7330,LOC718,07:57,6,440,01:25,LOC718 -> LOC339 -> LOC871 -> LOC874 -> LOC496 -> LOC832,LOC718 -> LOC827 -> LOC805 -> LOC710 -> LOC554 -> LOC832,LOC718 -> LOC833 -> LOC853 -> LOC970 -> LOC107 -> LOC832,LOC832
SUP0820,CUST5924,LOC780,08:31,4,333,02:24,LOC780 -> LOC706 -> LOC964 -> LOC724,LOC780 -> LOC276 -> LOC519 -> LOC724,LOC780 -> LOC583 -> LOC964 -> LOC724,LOC724
SUP0648,CUST2842,LOC745,22:46,3,488,21:09,LOC745 -> LOC470 -> LOC965,LOC745 -> LOC830 -> LOC965,LOC745 -> LOC412 -> LOC965,LOC965
SUP9126,CUST2999,LOC304,17:10,9,213,14:39,LOC304 -> LOC719 -> LOC768 -> LOC729 -> LOC597 -> LOC256 -> LOC839 -> LOC287 -> LOC363,LOC304 -> LOC287 -> LOC281 -> LOC238 -> LOC843 -> LOC549 -> LOC214 -> LOC115 -> LOC363,LOC304 -> LOC123 -> LOC200 -> LOC159 -> LOC474 -> LOC384 -> LOC295 -> LOC282 -> LOC363,LOC363
SUP8793,CUST2391,LOC386,01:41,10,58,11:21,LOC386 -> LOC848 -> LOC135 -> LOC944 -> LOC249 -> LOC368 -> LOC544 -> LOC160 -> LOC680 -> LOC411,LOC386 -> LOC162 -> LOC527 -> LOC108 -> LOC572 -> LOC819 -> LOC233 -> LOC442 -> LOC819 -> LOC411,LOC386 -> LOC303 -> LOC598 -> LOC103 -> LOC630 -> LOC826 -> LOC385 -> LOC997 -> LOC813 -> LOC411,LOC411
SUP3853,CUST4147,LOC317,23:37,3,380,13:41,LOC317 -> LOC209 -> LOC939,LOC317 -> LOC662 -> LOC939,LOC317 -> LOC253 -> LOC939,LOC939
SUP3011,CUST6422,LOC221,10:05,8,79,06:07,LOC221 -> LOC901 -> LOC706 -> LOC373 -> LOC154 -> LOC664 -> LOC665 -> LOC978,LOC221 -> LOC384 -> LOC618 -> LOC192 -> LOC326 -> LOC199 -> LOC737 -> LOC978,LOC221 -> LOC627 -> LOC789 -> LOC781 -> LOC854 -> LOC242 -> LOC917 -> LOC978,LOC978
SUP5766,CUST5821,LOC902,12:50,10,452,23:25,LOC902 -> LOC650 -> LOC767 -> LOC620 -> LOC143 -> LOC637 -> LOC275 -> LOC455 -> LOC782 -> LOC927,LOC902 -> LOC563 -> LOC299 -> LOC934 -> LOC622 -> LOC970 -> LOC405 -> LOC412 -> LOC430 -> LOC927,LOC902 -> LOC270 -> LOC713 -> LOC724 -> LOC890 -> LOC384 -> LOC883 -> LOC485 -> LOC545 -> LOC927,LOC927
SUP3729,CUST0229,LOC363,15:49,4,389,19:19,LOC363 -> LOC974 -> LOC621 -> LOC973,LOC363 -> LOC112 -> LOC275 -> LOC973,LOC363 -> LOC470 -> LOC500 -> LOC973,LOC973
SUP6210,CUST8176,LOC741,01:40,7,106,14:16,LOC741 -> LOC766 -> LOC861 -> LOC308 -> LOC537 -> LOC470 -> LOC365,LOC741 -> LOC332 -> LOC504 -> LOC725 -> LOC340 -> LOC290 -> LOC365,LOC741 -> LOC149 -> LOC539 -> LOC639 -> LOC200 -> LOC132 -> LOC365,LOC365
SUP4397,CUST6173,LOC388,12:44,10,460,20:27,LOC388 -> LOC867 -> LOC175 -> LOC442 -> LOC925 -> LOC214 -> LOC669 -> LOC802 -> LOC979 -> LOC258,LOC388 -> LOC906 -> LOC763 -> LOC853 -> LOC445 -> LOC873 -> LOC501 -> LOC679 -> LOC156 -> LOC258,LOC388 -> LOC873 -> LOC763 -> LOC331 -> LOC220 -> LOC475 -> LOC688 -> LOC492 -> LOC177 -> LOC258,LOC258
SUP5239,CUST6191,LOC359,03:21,2,500,18:17,LOC359 -> LOC212,LOC359 -> LOC212,LOC359 -> LOC212,LOC212
SUP7140,CUST3299,LOC713,17:11,2,82,08:09,LOC713 -> LOC990,LOC713 -> LOC990,LOC713 -> LOC990,LOC990
SUP2097,CUST1577,LOC170,08:54,7,91,04:42,LOC170 -> LOC317 -> LOC302 -> LOC325 -> LOC500 -> LOC615 -> LOC653,LOC170 -> LOC378 -> LOC382 -> LOC919 -> LOC314 -> LOC174 -> LOC653,LOC170 -> LOC181 -> LOC554 -> LOC603 -> LOC300 -> LOC421 -> LOC653,LOC653
SUP9941,CUST8976,LOC735,16:36,5,352,11:29,LOC735 -> LOC961 -> LOC656 -> LOC354 -> LOC959,LOC735 -> LOC121 -> LOC908 -> LOC367 -> LOC959,LOC735 -> LOC361 -> LOC903 -> LOC386 -> LOC959,LOC959
SUP8928,CUST2199,LOC294,18:51,9,313,10:13,LOC294 -> LOC574 -> LOC788 -> LOC269 -> LOC384 -> LOC221 -> LOC189 -> LOC367 -> LOC977,LOC294 -> LOC936 -> LOC726 -> LOC806 -> LOC650 -> LOC116 -> LOC844 -> LOC349 -> LOC977,LOC294 -> LOC796 -> LOC156 -> LOC609 -> LOC580 -> LOC136 -> LOC292 -> LOC674 -> LOC977,LOC977
SUP4405,CUST5762,LOC114,13:47,9,195,06:20,LOC114 -> LOC440 -> LOC491 -> LOC988 -> LOC619 -> LOC903 -> LOC570 -> LOC557 -> LOC390,LOC114 -> LOC810 -> LOC944 -> LOC657 -> LOC245 -> LOC242 -> LOC694 -> LOC291 -> LOC390,LOC114 -> LOC878 -> LOC846 -> LOC537 -> LOC141 -> LOC560 -> LOC389 -> LOC330 -> LOC390,LOC390
SUP5577,CUST5219,LOC425,17:05,6,157,12:53,LOC425 -> LOC138 -> LOC517 -> LOC866 -> LOC172 -> LOC162,LOC425 -> LOC159 -> LOC473 -> LOC378 -> LOC171 -> LOC162,LOC425 -> LOC956 -> LOC986 -> LOC485 -> LOC797 -> LOC162,LOC162
SUP4066,CUST3094,LOC972,18:41,7,283,21:39,LOC972 -> LOC718 -> LOC651 -> LOC513 -> LOC287 -> LOC580 -> LOC376,LOC972 -> LOC917 -> LOC458 -> LOC124 -> LOC404 -> LOC572 -> LOC376,LOC972 -> LOC692 -> LOC217 -> LOC364 -> LOC780 -> LOC414 -> LOC376,LOC376
SUP1097,CUST8284,LOC221,15:29,8,56,19:02,LOC221 -> LOC545 -> LOC677 -> LOC500 -> LOC188 -> LOC754 -> LOC490 -> LOC248,LOC221 -> LOC702 -> LOC574 -> LOC452 -> LOC318 -> LOC305 -> LOC773 -> LOC248,LOC221 -> LOC282 -> LOC653 -> LOC310 -> LOC440 -> LOC207 -> LOC712 -> LOC248,LOC248
SUP3393,CUST8675,LOC414,00:31,8,169,22:14,LOC414 -> LOC962 -> LOC299 -> LOC453 -> LOC451 -> LOC228 -> LOC952 -> LOC596,LOC414 -> LOC295 -> LOC909 -> LOC582 -> LOC113 -> LOC851 -> LOC231 -> LOC596,LOC414 -> LOC956 -> LOC685 -> LOC121 -> LOC530 -> LOC658 -> LOC331 -> LOC596,LOC596
SUP7382,CUST6835,LOC562,06:57,3,220,17:12,LOC562 -> LOC648 -> LOC727,LOC562 -> LOC480 -> LOC727,LOC562 -> LOC204 -> LOC727,LOC727
SUP5629,CUST4624,LOC376,09:25,2,409,03:54,LOC376 -> LOC788,LOC376 -> LOC788,LOC376 -> LOC788,LOC788
SUP6016,CUST2297,LOC195,15:20,7,256,04:20,LOC195 -> LOC167 -> LOC513 -> LOC258 -> LOC842 -> LOC372 -> LOC236,LOC195 -> LOC952 -> LOC113 -> LOC290 -> LOC581 -> LOC615 -> LOC236,LOC195 -> LOC357 -> LOC406 -> LOC950 -> LOC784 -> LOC708 -> LOC236,LOC236
SUP9205,CUST0890,LOC696,14:41,2,370,02:23,LOC696 -> LOC964,LOC696 -> LOC964,LOC696 -> LOC964,LOC964
SUP5922,CUST6853,LOC202,03:41,10,129,00:29,LOC202 -> LOC424 -> LOC382 -> LOC833 -> LOC481 -> LOC664 -> LOC880 -> LOC264 -> LOC876 -> LOC666,LOC202 -> LOC271 -> LOC956 -> LOC598 -> LOC755 -> LOC725 -> LOC256 -> LOC260 -> LOC860 -> LOC666,LOC202 -> LOC779 -> LOC359 -> LOC575 -> LOC970 -> LOC489 -> LOC118 -> LOC555 -> LOC107 -> LOC666,LOC666
SUP5567,CUST1298,LOC501,11:42,6,239,20:35,LOC501 -> LOC977 -> LOC940 -> LOC726 -> LOC195 -> LOC895,LOC501 -> LOC359 -> LOC658 -> LOC350 -> LOC990 -> LOC895,LOC501 -> LOC310 -> LOC375 -> LOC380 -> LOC628 -> LOC895,LOC895
SUP8868,CUST3537,LOC462,19:47,9,478,01:06,LOC462 -> LOC959 -> LOC853 -> LOC539 -> LOC110 -> LOC510 -> LOC476 -> LOC957 -> LOC185,LOC462 -> LOC531 -> LOC287 -> LOC195 -> LOC170 -> LOC569 -> LOC276 -> LOC139 -> LOC185,LOC462 -> LOC185 -> LOC494 -> LOC910 -> LOC644 -> LOC886 -> LOC261 -> LOC582 -> LOC185,LOC185
SUP0698,CUST9961,LOC948,04:43,9,132,09:42,LOC948 -> LOC895 -> LOC969 -> LOC975 -> LOC749 -> LOC372 -> LOC470 -> LOC532 -> LOC960,LOC948 -> LOC964 -> LOC445 -> LOC557 -> LOC791 -> LOC866 -> LOC405 -> LOC369 -> LOC960,LOC948 -> LOC735 -> LOC164 -> LOC647 -> LOC650 -> LOC973 -> LOC121 -> LOC621 -> LOC960,LOC960
SUP3876,CUST7388,LOC480,05:51,9,183,17:09,LOC480 -> LOC946 -> LOC494 -> LOC712 -> LOC217 -> LOC503 -> LOC535 -> LOC144 -> LOC957,LOC480 -> LOC153 -> LOC107 -> LOC348 -> LOC949 -> LOC703 -> LOC777 -> LOC715 -> LOC957,LOC480 -> LOC733 -> LOC627 -> LOC872 -> LOC104 -> LOC123 -> LOC415 -> LOC813 -> LOC957,LOC957
SUP4740,CUST0907,LOC822,05:49,5,91,05:10,LOC822 -> LOC730 -> LOC980 -> LOC904 -> LOC710,LOC822 -> LOC578 -> LOC129 -> LOC412 -> LOC710,LOC822 -> LOC797 -> LOC506 -> LOC531 -> LOC710,LOC710
SUP7233,CUST2207,LOC223,05:11,4,285,11:45,LOC223 -> LOC285 -> LOC742 -> LOC880,LOC223 -> LOC343 -> LOC711 -> LOC880,LOC223 -> LOC490 -> LOC231 -> LOC880,LOC880
SUP3817,CUST5648,LOC241,13:47,6,61,07:07,LOC241 -> LOC418 -> LOC339 -> LOC476 -> LOC894 -> LOC377,LOC241 -> LOC765 -> LOC239 -> LOC166 -> LOC924 -> LOC377,LOC241 -> LOC746 -> LOC515 -> LOC620 -> LOC759 -> LOC377,LOC377
SUP4410,CUST5504,LOC413,23:19,5,272,16:06,LOC413 -> LOC268 -> LOC414 -> LOC528 -> LOC590,LOC413 -> LOC725 -> LOC519 -> LOC123 -> LOC590,LOC413 -> LOC782 -> LOC308 -> LOC906 -> LOC590,LOC590
SUP6011,CUST0674,LOC547,14:54,6,369,16:30,LOC547 -> LOC101 -> LOC750 -> LOC953 -> LOC635 -> LOC791,LOC547 -> LOC607 -> LOC704 -> LOC869 -> LOC278 -> LOC791,LOC547 -> LOC614 -> LOC285 -> LOC813 -> LOC246 -> LOC791,LOC791
SUP8480,CUST4340,LOC828,11:32,5,52,18:15,LOC828 -> LOC701 -> LOC110 -> LOC120 -> LOC164,LOC828 -> LOC885 -> LOC213 -> LOC647 -> LOC164,LOC828 -> LOC217 -> LOC182 -> LOC161 -> LOC164,LOC164
SUP0201,CUST3916,LOC146,02:38,2,103,03:26,LOC146 -> LOC947,LOC146 -> LOC947,LOC146 -> LOC947,LOC947
SUP1895,CUST0592,LOC967,14:36,7,305,13:33,LOC967 -> LOC421 -> LOC569 -> LOC492 -> LOC314 -> LOC961 -> LOC150,LOC967 -> LOC599 -> LOC114 -> LOC872 -> LOC455 -> LOC675 -> LOC150,LOC967 -> LOC242 -> LOC526 -> LOC632 -> LOC953 -> LOC919 -> LOC150,LOC150
SUP5245,CUST6535,LOC304,04:10,10,353,01:31,LOC304 -> LOC684 -> LOC633 -> LOC891 -> LOC955 -> LOC451 -> LOC989 -> LOC728 -> LOC754 -> LOC213,LOC304 -> LOC475 -> LOC777 -> LOC776 -> LOC212 -> LOC930 -> LOC970 -> LOC314 -> LOC989 -> LOC213,LOC304 -> LOC261 -> LOC682 -> LOC693 -> LOC278 -> LOC585 -> LOC769 -> LOC356 -> LOC364 -> LOC213,LOC213
SUP4211,CUST9982,LOC382,08:53,7,471,21:50,LOC382 -> LOC111 -> LOC458 -> LOC257 -> LOC626 -> LOC188 -> LOC595,LOC382 -> LOC159 -> LOC736 -> LOC856 -> LOC240 -> LOC869 -> LOC595,LOC382 -> LOC736 -> LOC981 -> LOC420 -> LOC660 -> LOC110 -> LOC595,LOC595
SUP8148,CUST3730,LOC562,03:32,2,336,06:06,LOC562 -> LOC732,LOC562 -> LOC732,LOC562 -> LOC732,LOC732
SUP3271,CUST2230,LOC114,01:33,8,228,15:24,LOC114 -> LOC823 -> LOC158 -> LOC948 -> LOC314 -> LOC354 -> LOC576 -> LOC687,LOC114 -> LOC563 -> LOC510 -> LOC243 -> LOC482 -> LOC418 -> LOC771 -> LOC687,LOC114 -> LOC725 -> LOC761 -> LOC731 -> LOC973 -> LOC909 -> LOC871 -> LOC687,LOC687
SUP0779,CUST1821,LOC295,09:41,9,332,09:16,LOC295 -> LOC909 -> LOC782 -> LOC566 -> LOC973 -> LOC418 -> LOC852 -> LOC784 -> LOC741,LOC295 -> LOC505 -> LOC177 -> LOC538 -> LOC993 -> LOC555 -> LOC215 -> LOC436 -> LOC741,LOC295 -> LOC672 -> LOC509 -> LOC331 -> LOC146 -> LOC362 -> LOC980 -> LOC478 -> LOC741,LOC741
SUP0293,CUST0703,LOC768,01:25,6,455,01:22,LOC768 -> LOC698 -> LOC433 -> LOC285 -> LOC605 -> LOC595,LOC768 -> LOC146 -> LOC436 -> LOC797 -> LOC241 -> LOC595,LOC768 -> LOC831 -> LOC319 -> LOC830 -> LOC787 -> LOC595,LOC595
SUP3470,CUST6314,LOC373,22:59,7,167,03:00,LOC373 -> LOC607 -> LOC218 -> LOC298 -> LOC629 -> LOC830 -> LOC572,LOC373 -> LOC368 -> LOC959 -> LOC633 -> LOC900 -> LOC943 -> LOC572,LOC373 -> LOC369 -> LOC365 -> LOC330 -> LOC687 -> LOC949 -> LOC572,LOC572
SUP2790,CUST7593,LOC627,12:53,9,460,12:42,LOC627 -> LOC790 -> LOC292 -> LOC841 -> LOC484 -> LOC625 -> LOC436 -> LOC468 -> LOC657,LOC627 -> LOC323 -> LOC237 -> LOC134 -> LOC302 -> LOC444 -> LOC846 -> LOC288 -> LOC657,LOC627 -> LOC152 -> LOC105 -> LOC217 -> LOC112 -> LOC916 -> LOC641 -> LOC992 -> LOC657,LOC657
SUP4548,CUST4120,LOC875,03:10,3,444,22:12,LOC875 -> LOC290 -> LOC610,LOC875 -> LOC378 -> LOC610,LOC875 -> LOC886 -> LOC610,LOC610
SUP7158,CUST2436,LOC368,22:22,10,88,08:50,LOC368 -> LOC420 -> LOC629 -> LOC450 -> LOC705 -> LOC878 -> LOC476 -> LOC356 -> LOC685 -> LOC998,LOC368 -> LOC756 -> LOC170 -> LOC962 -> LOC110 -> LOC779 -> LOC321 -> LOC637 -> LOC435 -> LOC998,LOC368 -> LOC675 -> LOC273 -> LOC551 -> LOC883 -> LOC728 -> LOC734 -> LOC633 -> LOC926 -> LOC998,LOC998
SUP6062,CUST9215,LOC237,03:05,4,444,11:21,LOC237 -> LOC983 -> LOC212 -> LOC738,LOC237 -> LOC338 -> LOC883 -> LOC738,LOC237 -> LOC797 -> LOC708 -> LOC738,LOC738
SUP3607,CUST8004,LOC896,03:38,6,113,12:37,LOC896 -> LOC537 -> LOC332 -> LOC198 -> LOC425 -> LOC403,LOC896 -> LOC814 -> LOC917 -> LOC109 -> LOC692 -> LOC403,LOC896 -> LOC170 -> LOC859 -> LOC568 -> LOC636 -> LOC403,LOC403
SUP7353,CUST8474,LOC252,07:46,2,207,08:38,LOC252 -> LOC787,LOC252 -> LOC787,LOC252 -> LOC787,LOC787
SUP6030,CUST6356,LOC259,08:54,7,155,11:12,LOC259 -> LOC849 -> LOC279 -> LOC534 -> LOC281 -> LOC637 -> LOC411,LOC259 -> LOC116 -> LOC231 -> LOC454 -> LOC904 -> LOC543 -> LOC411,LOC259 -> LOC787 -> LOC638 -> LOC583 -> LOC406 -> LOC940 -> LOC411,LOC411
SUP5200,CUST0151,LOC216,16:46,4,136,00:43,LOC216 -> LOC910 -> LOC223 -> LOC994,LOC216 -> LOC223 -> LOC339 -> LOC994,LOC216 -> LOC595 -> LOC250 -> LOC994,LOC994
SUP0952,CUST6146,LOC807,10:15,9,70,20:12,LOC807 -> LOC499 -> LOC186 -> LOC849 -> LOC634 -> LOC328 -> LOC630 -> LOC202 -> LOC559,LOC807 -> LOC611 -> LOC275 -> LOC721 -> LOC431 -> LOC169 -> LOC356 -> LOC209 -> LOC559,LOC807 -> LOC201 -> LOC801 -> LOC491 -> LOC993 -> LOC731 -> LOC683 -> LOC247 -> LOC559,LOC559
SUP1884,CUST5951,LOC749,10:04,10,259,09:07,LOC749 -> LOC713 -> LOC107 -> LOC274 -> LOC626 -> LOC954 -> LOC273 -> LOC480 -> LOC103 -> LOC220,LOC749 -> LOC287 -> LOC557 -> LOC902 -> LOC411 -> LOC849 -> LOC568 -> LOC854 -> LOC219 -> LOC220,LOC749 -> LOC760 -> LOC354 -> LOC200 -> LOC500 -> LOC794 -> LOC378 -> LOC716 -> LOC464 -> LOC220,LOC220
SUP1067,CUST9395,LOC107,05:31,10,307,21:49,LOC107 -> LOC854 -> LOC946 -> LOC433 -> LOC572 -> LOC939 -> LOC107 -> LOC576 -> LOC530 -> LOC370,LOC107 -> LOC186 -> LOC480 -> LOC271 -> LOC280 -> LOC167 -> LOC167 -> LOC770 -> LOC795 -> LOC370,LOC107 -> LOC134 -> LOC803 -> LOC221 -> LOC258 -> LOC389 -> LOC306 -> LOC802 -> LOC994 -> LOC370,LOC370
SUP3276,CUST5643,LOC212,02:01,6,454,11:23,LOC212 -> LOC627 -> LOC682 -> LOC482 -> LOC738 -> LOC240,LOC212 -> LOC711 -> LOC859 -> LOC409 -> LOC104 -> LOC240,LOC212 -> LOC917 -> LOC859 -> LOC632 -> LOC517 -> LOC240,LOC240
SUP3129,CUST0894,LOC132,20:24,2,457,00:45,LOC132 -> LOC204,LOC132 -> LOC204,LOC132 -> LOC204,LOC204
SUP1576,CUST2150,LOC534,20:04,9,497,21:48,LOC534 -> LOC660 -> LOC586 -> LOC345 -> LOC769 -> LOC420 -> LOC201 -> LOC871 -> LOC168,LOC534 -> LOC818 -> LOC742 -> LOC903 -> LOC686 -> LOC750 -> LOC235 -> LOC502 -> LOC168,LOC534 -> LOC566 -> LOC798 -> LOC832 -> LOC795 -> LOC375 -> LOC414 -> LOC406 -> LOC168,LOC168
SUP9548,CUST9803,LOC667,03:17,2,468,23:39,LOC667 -> LOC649,LOC667 -> LOC649,LOC667 -> LOC649,LOC649
SUP5665,CUST4582,LOC152,18:56,7,419,12:32,LOC152 -> LOC780 -> LOC842 -> LOC157 -> LOC883 -> LOC767 -> LOC428,LOC152 -> LOC180 -> LOC709 -> LOC698 -> LOC789 -> LOC789 -> LOC428,LOC152 -> LOC248 -> LOC890 -> LOC797 -> LOC511 -> LOC951 -> LOC428,LOC428
SUP6542,CUST3374,LOC980,18:28,10,223,01:11,LOC980 -> LOC356 -> LOC954 -> LOC888 -> LOC587 -> LOC483 -> LOC801 -> LOC265 -> LOC118 -> LOC897,LOC980 -> LOC169 -> LOC374 -> LOC933 -> LOC325 -> LOC404 -> LOC653 -> LOC818 -> LOC975 -> LOC897,LOC980 -> LOC629 -> LOC498 -> LOC845 -> LOC177 -> LOC636 -> LOC333 -> LOC180 -> LOC765 -> LOC897,LOC897
SUP4179,CUST5994,LOC657,09:58,2,358,14:41,LOC657 -> LOC250,LOC657 -> LOC250,LOC657 -> LOC250,LOC250
SUP8596,CUST5445,LOC296,14:41,2,76,02:32,LOC296 -> LOC563,LOC296 -> LOC563,LOC296 -> LOC563,LOC563
